src/oz-compact-contracts/contracts/src/multisig/ForwarderUnshielded.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/ProposalManager.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/ShieldedTreasury.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/ShieldedTreasuryStateless.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/Signer.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/UnshieldedTreasury.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/presets/ShieldedMultiSig.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/presets/ShieldedMultiSigV2.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/presets/ShieldedMultiSigV3.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/presets/forwarder/ForwarderPrivate.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/presets/forwarder/ForwarderShielded.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/presets/forwarder/ForwarderUnshielded.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/test/mocks/MockForwarderPrivate.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/test/mocks/MockForwarderShielded.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/test/mocks/MockForwarderUnshielded.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/test/mocks/MockProposalManager.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/test/mocks/MockShieldedTreasury.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/test/mocks/MockShieldedTreasuryStateless.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/test/mocks/MockSigner.compact	ok	
src/oz-compact-contracts/contracts/src/multisig/test/mocks/MockUnshieldedTreasury.compact	ok	
src/oz-compact-contracts/contracts/src/security/Allowlist.compact	ok	
src/oz-compact-contracts/contracts/src/security/Blocklist.compact	ok	
src/oz-compact-contracts/contracts/src/security/Initializable.compact	ok	
src/oz-compact-contracts/contracts/src/security/Pausable.compact	ok	
src/oz-compact-contracts/contracts/src/security/test/mocks/MockAllowlist.compact	ok	
src/oz-compact-contracts/contracts/src/security/test/mocks/MockBlocklist.compact	ok	
src/oz-compact-contracts/contracts/src/security/test/mocks/MockInitializable.compact	ok	
src/oz-compact-contracts/contracts/src/security/test/mocks/MockPausable.compact	ok	
src/oz-compact-contracts/contracts/src/token/ConfidentialFungibleToken.compact	fail	Exception: ElGamal.compact line 120 char 12:
src/oz-compact-contracts/contracts/src/token/FungibleToken.compact	ok	
src/oz-compact-contracts/contracts/src/token/MultiToken.compact	ok	
src/oz-compact-contracts/contracts/src/token/NativeShieldedToken.compact	ok	
src/oz-compact-contracts/contracts/src/token/NativeShieldedTokenCore.compact	ok	
src/oz-compact-contracts/contracts/src/token/NativeShieldedTokenFamily.compact	ok	
src/oz-compact-contracts/contracts/src/token/NonFungibleToken.compact	ok	
src/oz-compact-contracts/contracts/src/token/extensions/ConfidentialFungibleTokenPublicSupply.compact	ok	
src/oz-compact-contracts/contracts/src/token/extensions/NativeShieldedTokenDerivedNonce.compact	ok	
src/oz-compact-contracts/contracts/src/token/extensions/NativeShieldedTokenFamilyPublicSupply.compact	ok	
src/oz-compact-contracts/contracts/src/token/extensions/NativeShieldedTokenPublicSupply.compact	ok	
src/oz-compact-contracts/contracts/src/token/extensions/NativeShieldedTokenPublicSupplyCore.compact	ok	
src/oz-compact-contracts/contracts/src/token/test/mocks/MockConfidentialFungibleToken.compact	fail	Exception: ElGamal.compact line 314 char 29:
src/oz-compact-contracts/contracts/src/token/test/mocks/MockConfidentialFungibleTokenPublicSupply.compact	ok	
src/oz-compact-contracts/contracts/src/token/test/mocks/MockFungibleToken.compact	ok	
src/oz-compact-contracts/contracts/src/token/test/mocks/MockMultiToken.compact	ok	
src/oz-compact-contracts/contracts/src/token/test/mocks/MockNativeShieldedToken.compact	ok	
src/oz-compact-contracts/contracts/src/token/test/mocks/MockNativeShieldedTokenCore.compact	ok	
src/oz-compact-contracts/contracts/src/token/test/mocks/MockNativeShieldedTokenDerivedNonce.compact	ok	
src/oz-compact-contracts/contracts/src/token/test/mocks/MockNativeShieldedTokenFamily.compact	ok	
src/oz-compact-contracts/contracts/src/token/test/mocks/MockNativeShieldedTokenFamilyPublicSupply.compact	ok	
src/oz-compact-contracts/contracts/src/token/test/mocks/MockNativeShieldedTokenPublicSupply.compact	ok	
src/oz-compact-contracts/contracts/src/token/test/mocks/MockNonFungibleToken.compact	ok	
src/oz-compact-contracts/contracts/src/utils/Utils.compact	ok	
src/oz-compact-contracts/contracts/src/utils/test/mocks/MockUtils.compact	ok	
src/oz-compact-contracts/contracts/test/integration/_mocks/ComposedConfidentialFungibleTokenPublicSupply.compact	fail	Exception:
src/oz-compact-contracts/contracts/test/integration/_mocks/ComposedTokens.compact	ok	
src/oz-compact-contracts/contracts/test/integration/_mocks/SharedInitCollision.compact	ok	
src/oz-compact-contracts/contracts/test/integration/_mocks/sharedInit/ModuleA.compact	ok	
src/oz-compact-contracts/contracts/test/integration/_mocks/sharedInit/ModuleB.compact	ok	
src/oz-midnight-apps/contracts/src/access/AccessControl.compact	ok	
src/oz-midnight-apps/contracts/src/access/test/mocks/contracts/AccessControl.mock.compact	ok	
src/oz-midnight-apps/contracts/src/math/Bytes32.compact	ok	
src/oz-midnight-apps/contracts/src/math/Bytes8.compact	ok	
src/oz-midnight-apps/contracts/src/math/Field255.compact	ok	
src/oz-midnight-apps/contracts/src/math/Pack.compact	ok	
src/oz-midnight-apps/contracts/src/math/Types.compact	ok	
src/oz-midnight-apps/contracts/src/math/Uint128.compact	ok	
src/oz-midnight-apps/contracts/src/math/Uint256.compact	ok	
src/oz-midnight-apps/contracts/src/math/Uint64.compact	ok	
src/oz-midnight-apps/contracts/src/math/test/mocks/contracts/Bytes32.mock.compact	ok	
src/oz-midnight-apps/contracts/src/math/test/mocks/contracts/Bytes8.mock.compact	ok	
src/oz-midnight-apps/contracts/src/math/test/mocks/contracts/Field255.mock.compact	ok	
src/oz-midnight-apps/contracts/src/math/test/mocks/contracts/Pack.mock.compact	ok	
src/oz-midnight-apps/contracts/src/math/test/mocks/contracts/Uint128.mock.compact	ok	
src/oz-midnight-apps/contracts/src/math/test/mocks/contracts/Uint256.mock.compact	ok	
src/oz-midnight-apps/contracts/src/math/test/mocks/contracts/Uint64.mock.compact	ok	
src/oz-midnight-apps/contracts/src/shielded-token/ShieldedFungibleToken.compact	ok	
src/oz-midnight-apps/contracts/src/shielded-token/openzeppelin/ShieldedERC20.compact	ok	
src/oz-midnight-apps/contracts/src/shielded-token/openzeppelin/Utils.compact	ok	
src/oz-midnight-apps/contracts/src/structs/Queue.compact	ok	
src/oz-midnight-apps/contracts/src/structs/test/mocks/contracts/Queue.mock.compact	ok	
src/signet-midnight-examples/examples/erc20-vault/contract/src/erc20-vault.compact	ok	
src/signet-midnight-experiments/experiments/attest/contract/src/attest.compact	ok	
src/signet-midnight-experiments/experiments/baseline/contract/src/baseline.compact	ok	
src/signet-midnight-experiments/experiments/events/contract/src/events.compact	ok	
src/signet-midnight-experiments/experiments/hashing/contract/src/hashing.compact	ok	
src/signet-midnight-experiments/experiments/keccak/contract/src/keccak.compact	ok	
src/signet-midnight-experiments/experiments/mint-tokens/contract/src/mint-tokens.compact	ok	
src/signet-midnight-experiments/experiments/serde-builtin/contract/src/serde-builtin.compact	ok	
src/signet-midnight-experiments/experiments/xcall-with-payment/contract/src/caller.compact	ok	
src/signet-midnight-experiments/experiments/xcall-with-payment/contract/src/target.compact	ok	
src/signet-midnight-experiments/experiments/xcall/contract/src/caller.compact	ok	
src/signet-midnight-experiments/experiments/xcall/contract/src/target.compact	ok	
src/signet-midnight-experiments/experiments/xcontract-events/contract/src/token.compact	ok	
src/signet-midnight-experiments/experiments/xcontract-events/contract/src/vault.compact	ok	
src/signet-midnight-integration/packages/midnight-serde/tests/fixtures/serde-fixtures.compact	ok	
src/signet-midnight-integration/packages/signet-contract/src/signet-contract.compact	ok	
src/signet-midnight-integration/packages/signet-midnight/src/Signet.compact	ok	
src/signet-midnight-integration/packages/signet-midnight/src/circuits.compact	ok	
src/signet-midnight-integration/packages/test-caller-contract-20-field/src/test-caller-contract-20-field.compact	ok	
src/signet-midnight-integration/packages/test-caller-contract/src/test-caller-contract.compact	ok	
